Unique ID,Email,Date Taken (America/New_York),Time Taken (America/New_York),Browser,OS,City,Country,Referrer,Time Spent,Q1 - Which Title Best Fits your Current Role?,Q2 - Did you switch careers into Data?,Q3 - Current Yearly Salary (in USD),Q4 - What Industry do you work in?,Q5 - Favorite Programming Language,Q6 - How Happy are you in your Current Position with the following? (Salary),Q6 - How Happy are you in your Current Position with the following? (Work/Life Balance),Q6 - How Happy are you in your Current Position with the following? (Coworkers),Q6 - How Happy are you in your Current Position with the following? (Management),Q6 - How Happy are you in your Current Position with the following? (Upward Mobility),Q6 - How Happy are you in your Current Position with the following? (Learning New Things),Q7 - How difficult was it for you to break into Data?,"Q8 - If you were to look for a new job today, what would be the most important thing to you?",Q9 - Male/Female?,Q10 - Current Age,Q11 - Which Country do you live in?,Q12 - Highest Level of Education,Q13 - Ethnicity
62a33c8624a26260273822f9,anonymous,6/10/2022,9:49,,,,,,0:02:31,Data Analyst,Yes,0-40k,Tech,Java,7.0,5.0,,1.0,1.0,10.0,Easy,Better Salary,Male,29,Other (Please Specify):South Africa,Masters,White or Caucasian
62a38a97cf25554317309af2,anonymous,6/10/2022,9:44,,,,,,0:02:31,Data Analyst,No,86k-105k,Telecommunication,Python,9.0,10.0,,2.0,8.0,10.0,Neither easy nor difficult,Better Salary,Male,18,United Kingdom,Masters,White or Caucasian
62a49fe7b4da29969c64bbe1,anonymous,6/12/2022,9:35,,,,,,0:02:18,Data Analyst,No,41k-65k,Finance,Python,,9.0,1.0,1.0,2.0,,Neither easy nor difficult,Better Salary,Male,32,United States,Masters,White or Caucasian
62a33c8624a26260273822f9,anonymous,6/10/2022,9:35,,,,,,0:02:47,Data Analyst,Yes,41k-65k,Finance,Python,10.0,9.0,6.0,0.0,9.0,5.0,Difficult,Better Salary,Male,44,India,Bachelors,Hispanic or Latino
62a3906224a262602738c58a,anonymous,6/10/2022,9:45,,,,,,0:01:29,Data Analyst,Yes,0-40k,Education,R,3.0,6.0,4.0,2.0,10.0,0.0,Very Difficult,Better Salary,Male,20,Other (Please Specify):South Africa,Masters,Hispanic or Latino
62a49fe7b4da29969c64bbe1,anonymous,6/11/2022,9:48,,,,,,0:01:29,Other (Please Specify):Data Coordinator,No,41k-65k,Finance,Python,3.0,10.0,0.0,8.0,,10.0,Difficult,Better Salary,Male,34,Other (Please Specify):Australia,Masters,White or Caucasian
62a38a97cf25554317309af2,anonymous,6/12/2022,10:41,,,,,,0:01:29,Data Analyst,Yes,41k-65k,Education,Other:SQL,3.0,6.0,3.0,1.0,,1.0,Neither easy nor difficult,Good Culture,Female,19,India,Masters,White or Caucasian
62a3906224a262602738c58a,anonymous,6/10/2022,11:18,,,,,,0:01:27,Data Analyst,Yes,0-40k,Healthcare,Python,10.0,9.0,,10.0,4.0,10.0,Difficult,Good Work/Life Balance,Male,27,United States,Bachelors,Other (Please Specify):Egyp
62a49fe7b4da29969c64bbe1,anonymous,6/11/2022,11:54,,,,,,0:01:29,Data Analyst,Yes,0-40k,Tech,Other:SQL ,9.0,10.0,9.0,9.0,1.0,0.0,Easy,Remote Work,Male,32,Other (Please Specify):Australia,High School,White or Caucasian
62a352f00a77c1a77f65eae7,anonymous,6/10/2022,9:45,,,,,,0:02:19,Data Analyst,Yes,41k-65k,Finance,Python,3.0,10.0,0.0,3.0,10.0,9.0,Difficult,Better Salary,Male,24,United States,Masters,Hispanic or Latino
62a48612d8c00e9f541b86b8,anonymous,6/10/2022,11:54,,,,,,0:02:47,Data Analyst,No,41k-65k,Education,Python,10.0,8.0,6.0,0.0,5.0,0.0,Easy,Better Salary,Male,34,Other (Please Specify):Hong Kong,Bachelors,Asian or Asian American
62a39a340f8c8599d5afc6ce,anonymous,6/11/2022,9:26,,,,,,0:01:20,Data Analyst,Yes,66k-85k,Tech,Python,10.0,7.0,8.0,,4.0,6.0,Difficult,Good Culture,Male,32,India,Associates,White or Caucasian
62a33de124a26260273826b2,anonymous,6/10/2022,9:44,,,,,,0:02:31,Data Analyst,No,0-40k,Finance,Python,0.0,8.0,1.0,1.0,10.0,8.0,Neither easy nor difficult,Better Salary,Male,34,United Kingdom,Masters,Asian or Asian American
62a34fbacec54911e9ca776f,anonymous,6/10/2022,9:44,,,,,,0:01:29,Student/Looking/None,Yes,0-40k,Other (Please Specify):Demography and Social Statistics ,"Other:i mean, i mostly work in SQL and its variants?",,10.0,,5.0,,0.0,Neither easy nor difficult,Remote Work,Male,34,Other (Please Specify):Africa (Nigeria),Masters,White or Caucasian
62a3906224a262602738c58a,anonymous,6/10/2022,11:54,,,,,,0:02:18,Data Analyst,Yes,66k-85k,Finance,Python,3.0,,3.0,,8.0,8.0,Difficult,Good Culture,Male,19,United States,Masters,White or Caucasian
62a4c57af3072dd8926421ac,anonymous,6/12/2022,9:45,,,,,,0:01:29,Data Analyst,No,0-40k,Tech,Python,4.0,0.0,10.0,10.0,2.0,10.0,Neither easy nor difficult,Remote Work,Male,18,United States,Masters,Asian or Asian American
62a3ab320f8c8599d5afdfa8,anonymous,6/15/2022,9:48,,,,,,0:02:18,Data Analyst,No,0-40k,Finance,Python,6.0,9.0,,2.0,1.0,1.0,Neither easy nor difficult,Good Work/Life Balance,Female,21,United States,Masters,Black or African American
62a49b3cb4da29969c64b5dc,anonymous,6/11/2022,9:07,,,,,,0:02:29,Data Analyst,Yes,0-40k,Other (Please Specify):Retail,Python,2.0,10.0,9.0,6.0,,0.0,Very Difficult,Remote Work,Female,53,Other (Please Specify):South Africa,Masters,White or Caucasian
62a353f07dc029e2d66c1783,anonymous,6/10/2022,9:45,,,,,,0:03:55,Data Analyst,No,0-40k,Tech,Python,,7.0,9.0,6.0,0.0,4.0,Difficult,Good Work/Life Balance,Male,42,United States,Bachelors,White or Caucasian
62a34f3bf408bae018ed5e42,anonymous,6/10/2022,8:47,,,,,,0:01:29,Data Analyst,Yes,150k-225k,Finance,Python,1.0,6.0,1.0,10.0,3.0,8.0,Neither easy nor difficult,Better Salary,Male,18,United States,Bachelors,White or Caucasian
62a38c120f8c8599d5afb0e9,anonymous,6/10/2022,9:49,,,,,,0:01:27,Data Analyst,Yes,125k-150k,Other (Please Specify):Aerospace,Python,1.0,7.0,,7.0,,0.0,Neither easy nor difficult,Good Work/Life Balance,Male,40,Other (Please Specify):Germany,Masters,Black or African American
62a3906224a262602738c58a,anonymous,6/14/2022,9:26,,,,,,0:01:11,Data Analyst,No,0-40k,Tech,Python,2.0,,,,,8.0,Very Difficult,Better Salary,Male,41,United States,,Asian or Asian American
62a48612d8c00e9f541b86b8,anonymous,6/13/2022,9:45,,,,,,0:01:27,Data Analyst,No,0-40k,Other (Please Specify):Utilities,Python,0.0,10.0,10.0,7.0,1.0,10.0,Neither easy nor difficult,"Other (Please Specify):Strong organizational data strategy, high-performing team",Male,26,Other (Please Specify):Poland,Masters,White or Caucasian
62a3906224a262602738c58a,anonymous,6/10/2022,9:44,,,,,,0:01:29,Student/Looking/None,Yes,66k-85k,Other (Please Specify):none,Python,0.0,10.0,,8.0,4.0,3.0,Neither easy nor difficult,Good Work/Life Balance,Female,18,Other (Please Specify):Ireland ,Bachelors,White or Caucasian
62a33de124a26260273826b2,anonymous,6/10/2022,9:06,,,,,,0:02:18,Data Analyst,Yes,86k-105k,Finance,Other:DAX,8.0,10.0,0.0,7.0,2.0,9.0,Neither easy nor difficult,Remote Work,Male,18,United Kingdom,Bachelors,White or Caucasian
62a39a340f8c8599d5afc6ce,anonymous,6/11/2022,11:54,,,,,,0:00:47,Data Analyst,No,0-40k,Tech,Python,0.0,10.0,,7.0,0.0,0.0,Very Difficult,Good Culture,Male,31,India,High School,White or Caucasian
62a33d5c0f8c8599d5af107c,anonymous,6/10/2022,9:45,,,,,,0:00:44,Data Analyst,Yes,0-40k,Finance,Python,8.0,0.0,10.0,0.0,2.0,0.0,Difficult,Better Salary,Male,28,United States,Bachelors,White or Caucasian
62a48612d8c00e9f541b86b8,anonymous,6/15/2022,9:45,,,,,,0:02:31,Other (Please Specify):Business Intelligence Analyst,No,0-40k,Finance,Python,10.0,10.0,0.0,,8.0,10.0,Difficult,Better Salary,Male,41,United Kingdom,Masters,Black or African American
62a3dc3ab4da29969c63e3d7,anonymous,6/11/2022,11:53,,,,,,0:01:27,Data Analyst,Yes,41k-65k,Healthcare,Python,10.0,9.0,7.0,5.0,10.0,,Difficult,Good Work/Life Balance,Male,33,United States,Masters,White or Caucasian
62a39a340f8c8599d5afc6ce,anonymous,6/10/2022,11:45,,,,,,0:02:31,Data Analyst,No,0-40k,Tech,Python,0.0,0.0,,10.0,1.0,1.0,Neither easy nor difficult,Good Culture,Male,33,United Kingdom,Masters,White or Caucasian
62a33c8624a26260273822f9,anonymous,6/10/2022,9:45,,,,,,0:02:31,Data Analyst,No,41k-65k,Construction,Python,3.0,10.0,,7.0,,0.0,Neither easy nor difficult,Other (Please Specify):All of the above,Female,32,Other (Please Specify):Chile,Masters,Black or African American
62a33c8624a26260273822f9,anonymous,6/15/2022,9:45,,,,,,0:02:31,Other (Please Specify):Business Intelligence Engineer,Yes,0-40k,Tech,Python,10.0,9.0,0.0,10.0,0.0,10.0,Neither easy nor difficult,Better Salary,Male,27,Other (Please Specify):Morocco ,Bachelors,Native Hawaiian or other Pacific Islander
62a49fe7b4da29969c64bbe1,anonymous,6/10/2022,9:34,,,,,,0:02:31,Data Analyst,No,86k-105k,Tech,Python,7.0,9.0,10.0,,5.0,,Difficult,Better Salary,Male,34,Other (Please Specify):Nigeria ,Masters,Black or African American
62a33c8624a26260273822f9,anonymous,6/10/2022,9:44,,,,,,0:01:27,Data Analyst,No,66k-85k,Other (Please Specify):Management,Other:SQL,4.0,7.0,5.0,6.0,2.0,8.0,Neither easy nor difficult,Better Salary,Male,25,India,Bachelors,White or Caucasian
62a4098124a2626027394ddc,anonymous,6/10/2022,9:44,,,,,,0:01:29,Data Analyst,Yes,0-40k,Other (Please Specify):Government programs,Other:SAS,3.0,7.0,5.0,4.0,1.0,,Neither easy nor difficult,Other (Please Specify):an environment that encourages growth like where I work currently and better salary ,Male,34,United States,High School,White or Caucasian
62a49fe7b4da29969c64bbe1,anonymous,6/10/2022,11:54,,,,,,0:02:31,Data Analyst,No,86k-105k,Other (Please Specify):Semiconductor manufacturing,Python,2.0,8.0,10.0,8.0,3.0,0.0,Neither easy nor difficult,Good Work/Life Balance,Female,32,Other (Please Specify):Brazil,Masters,White or Caucasian
62a49fe7b4da29969c64bbe1,anonymous,6/10/2022,9:35,,,,,,0:02:31,Data Analyst,Yes,0-40k,Tech,Python,4.0,7.0,,9.0,0.0,1.0,Difficult,Better Salary,Male,26,Other (Please Specify):Greece,Masters,White or Caucasian
62a49fe7b4da29969c64bbe1,anonymous,6/10/2022,9:45,,,,,,0:02:31,Data Analyst,Yes,0-40k,Tech,R,10.0,8.0,7.0,9.0,,6.0,Neither easy nor difficult,Other (Please Specify):All of the options are important to me when looking for a new job,Male,37,United States,,White or Caucasian
62a3906224a262602738c58a,anonymous,6/10/2022,9:49,,,,,,0:02:31,Data Analyst,Yes,0-40k,Tech,Other:SQL,0.0,0.0,0.0,6.0,4.0,10.0,Very Difficult,Better Salary,Male,18,United Kingdom,Masters,Hispanic or Latino
62a33d5c0f8c8599d5af107c,anonymous,6/12/2022,9:26,,,,,,0:01:29,Data Analyst,Yes,106k-125k,Healthcare,Python,6.0,10.0,1.0,10.0,9.0,9.0,Neither easy nor difficult,Good Work/Life Balance,Male,41,United States,Masters,Native Hawaiian or other Pacific Islander
62a353f07dc029e2d66c1783,anonymous,6/10/2022,11:54,,,,,,0:02:31,Data Analyst,Yes,0-40k,Finance,Python,2.0,10.0,10.0,3.0,10.0,5.0,Very Difficult,Better Salary,Male,39,Other (Please Specify):Turkey,Masters,Asian or Asian American
62a34646f8d5efcc22f7dc5c,anonymous,6/11/2022,11:53,,,,,,0:03:55,Data Analyst,Yes,0-40k,Agriculture,R,,6.0,9.0,6.0,10.0,2.0,Neither easy nor difficult,Other (Please Specify):Responsibilities,Male,34,Other (Please Specify):South Africa,Masters,Hispanic or Latino
62a3906224a262602738c58a,anonymous,6/12/2022,9:45,,,,,,0:02:47,Data Analyst,No,66k-85k,Tech,Python,5.0,7.0,,,0.0,7.0,Difficult,Remote Work,Male,20,Other (Please Specify):Kenua,PhD,White or Caucasian
62a33de124a26260273826b2,anonymous,6/10/2022,9:44,,,,,,0:02:31,Data Analyst,No,0-40k,Finance,Other,8.0,8.0,10.0,1.0,10.0,2.0,Difficult,Good Culture,Male,31,Other (Please Specify):Germany,Masters,White or Caucasian
62a39a340f8c8599d5afc6ce,anonymous,6/25/2022,9:44,,,,,,0:01:27,Data Analyst,No,0-40k,Tech,"Other:If SQL is categorised as a programming language then I will definitely say SQL. Since I am still learning, I can't give a definite answer in relation to the abover mentioned but for the sake of choosing I will say R then followed by python",3.0,7.0,7.0,,3.0,3.0,Neither easy nor difficult,Better Salary,Female,23,United States,High School,White or Caucasian
62a49b3cb4da29969c64b5dc,anonymous,6/11/2022,10:41,,,,,,0:02:18,Data Analyst,Yes,41k-65k,Finance,Python,,10.0,7.0,8.0,,0.0,Difficult,Better Salary,Male,31,United Kingdom,Masters,Native Hawaiian or other Pacific Islander
62a33c8624a26260273822f9,anonymous,6/14/2022,9:44,,,,,,0:03:55,Data Analyst,Yes,41k-65k,Tech,Python,10.0,0.0,10.0,10.0,9.0,8.0,Neither easy nor difficult,Better Salary,Female,18,Other (Please Specify):UAE,Masters,White or Caucasian
62a3976ecf2555431730af5e,anonymous,6/11/2022,11:54,,,,,,0:02:47,Data Analyst,No,0-40k,Tech,Python,6.0,5.0,8.0,9.0,,10.0,Easy,Good Culture,Female,25,Other (Please Specify):South Africa,Masters,White or Caucasian
62a3906224a262602738c58a,anonymous,6/12/2022,9:44,,,,,,0:02:28,Data Analyst,Yes,0-40k,Education,Python,5.0,10.0,,,,0.0,Very Difficult,Better Salary,Male,33,India,Masters,Other (Please Specify):African 
62a38a97cf25554317309af2,anonymous,6/10/2022,9:35,,,,,,0:01:14,Data Analyst,Yes,86k-105k,Other (Please Specify):Automotive,Python,8.0,0.0,0.0,8.0,10.0,0.0,Difficult,Better Salary,Female,52,Other (Please Specify):Zambia,Bachelors,White or Caucasian
62a39a340f8c8599d5afc6ce,anonymous,6/10/2022,9:49,,,,,,0:01:27,Data Analyst,No,0-40k,Tech,Python,10.0,9.0,2.0,10.0,0.0,10.0,Difficult,Better Salary,Male,35,Other (Please Specify):Brazil,High School,Asian or Asian American
62a38a97cf25554317309af2,anonymous,6/10/2022,9:25,,,,,,0:01:29,Data Analyst,Yes,0-40k,Finance,Other:SQL,10.0,9.0,8.0,8.0,9.0,0.0,Difficult,Remote Work,Male,18,United States,Masters,White or Caucasian
62a39a340f8c8599d5afc6ce,anonymous,6/11/2022,9:45,,,,,,0:02:47,Data Analyst,No,0-40k,Finance,Python,10.0,10.0,8.0,10.0,9.0,7.0,Very Difficult,Better Salary,Male,23,Other (Please Specify):South Africa,Masters,Asian or Asian American
62a34f3bf408bae018ed5e42,anonymous,6/10/2022,9:45,,,,,,0:03:55,Data Analyst,No,0-40k,Healthcare,Python,10.0,1.0,1.0,10.0,5.0,0.0,Difficult,Better Salary,Male,39,United States,Masters,Asian or Asian American
62a33e890f8c8599d5af13b9,anonymous,6/21/2022,10:41,,,,,,0:03:00,Data Analyst,Yes,66k-85k,Education,Python,10.0,2.0,,10.0,2.0,,Neither easy nor difficult,Other (Please Specify):Remote too,Male,31,Other (Please Specify):Bangladesh ,Bachelors,White or Caucasian
62a39a340f8c8599d5afc6ce,anonymous,6/10/2022,11:54,,,,,,0:02:31,Data Analyst,No,86k-105k,Finance,Python,10.0,10.0,7.0,8.0,0.0,10.0,Easy,Good Culture,Female,42,Other (Please Specify):Nigeria,Bachelors,White or Caucasian
62a39a340f8c8599d5afc6ce,anonymous,6/10/2022,9:25,,,,,,0:02:31,Student/Looking/None,No,0-40k,Finance,Other:Sql,0.0,8.0,10.0,0.0,,,Easy,Better Salary,Male,43,Other (Please Specify):Sudan,High School,Hispanic or Latino
62a48612d8c00e9f541b86b8,anonymous,6/10/2022,11:54,,,,,,0:01:27,Other (Please Specify):Data Coordinator,Yes,41k-65k,Healthcare,Other:SQL,8.0,7.0,,10.0,3.0,0.0,Easy,Better Salary,Male,44,Other (Please Specify):Liberia,Bachelors,Other (Please Specify):African
62a48612d8c00e9f541b86b8,anonymous,6/12/2022,9:45,,,,,,0:01:29,Data Analyst,No,0-40k,Finance,Python,10.0,0.0,5.0,10.0,10.0,0.0,Neither easy nor difficult,Good Work/Life Balance,Male,34,United States,Bachelors,White or Caucasian
62a34f2af8f7561645854c1c,anonymous,6/13/2022,9:45,,,,,,0:02:31,Student/Looking/None,Yes,0-40k,Other (Please Specify):Police / Emergency Services,Other:SQL,4.0,5.0,0.0,2.0,10.0,10.0,Neither easy nor difficult,Good Work/Life Balance,Male,18,Other (Please Specify):Greece,Masters,White or Caucasian
62a33c8624a26260273822f9,anonymous,6/14/2022,9:45,,,,,,0:01:29,Data Analyst,Yes,66k-85k,Finance,Python,9.0,0.0,10.0,10.0,,0.0,Difficult,Better Salary,Male,36,Canada,,Other (Please Specify):Kurdish
62a33dedd8c00e9f5419ce2b,anonymous,6/10/2022,9:45,,,,,,0:03:00,Data Analyst,No,0-40k,Other (Please Specify):Manuf,Other,10.0,7.0,,,0.0,8.0,Difficult,Better Salary,Male,22,United States,Masters,Other (Please Specify):Middleeas
62a39a340f8c8599d5afc6ce,anonymous,6/10/2022,9:34,,,,,,0:01:29,Data Analyst,No,41k-65k,Tech,Other:DAX,10.0,0.0,,2.0,0.0,7.0,Difficult,Better Salary,Male,35,Other (Please Specify):Greece,,Other (Please Specify):Bangladeshi
62a33c8624a26260273822f9,anonymous,6/11/2022,9:45,,,,,,0:01:29,Data Analyst,No,86k-105k,Other (Please Specify):Currently studying . Previously worked in Power Generation,Python,4.0,9.0,,,10.0,6.0,Easy,Remote Work,Female,21,United States,Bachelors,Black or African American
62a39a340f8c8599d5afc6ce,anonymous,6/11/2022,9:45,,,,,,0:01:27,Student/Looking/None,Yes,41k-65k,Other (Please Specify):Automobile (cars),Python,9.0,0.0,,10.0,0.0,7.0,Neither easy nor difficult,Better Salary,Male,37,Other (Please Specify):Germany,Masters,White or Caucasian
62a39a340f8c8599d5afc6ce,anonymous,6/10/2022,9:45,,,,,,0:02:31,Data Analyst,Yes,0-40k,Finance,Python,10.0,0.0,10.0,10.0,10.0,1.0,Neither easy nor difficult,Good Work/Life Balance,Male,22,United States,Bachelors,White or Caucasian
62a47e812e54c9003e54d789,anonymous,6/10/2022,9:16,,,,,,0:02:31,Other (Please Specify):Continuous Quality Improvement Specialist,Yes,66k-85k,Finance,Python,8.0,0.0,5.0,10.0,,0.0,Very Difficult,Better Salary,Male,28,United States,Bachelors,White or Caucasian
62a47e812e54c9003e54d789,anonymous,6/10/2022,9:45,,,,,,0:00:58,Data Analyst,Yes,0-40k,Tech,Python,4.0,10.0,10.0,9.0,8.0,0.0,Neither easy nor difficult,Remote Work,Female,35,United States,Bachelors,Hispanic or Latino
62a34646f8d5efcc22f7dc5c,anonymous,6/17/2022,9:44,,,,,,0:01:27,Data Analyst,Yes,86k-105k,Tech,Python,10.0,10.0,,1.0,0.0,10.0,Difficult,Good Culture,Male,31,United States,Bachelors,White or Caucasian
62a33d5c0f8c8599d5af107c,anonymous,6/11/2022,9:44,,,,,,0:02:31,Other (Please Specify):Business Analyst,Yes,0-40k,Other (Please Specify):Hospitality ,Python,1.0,,,,6.0,5.0,Difficult,Good Work/Life Balance,Male,26,India,Bachelors,White or Caucasian
62a39a340f8c8599d5afc6ce,anonymous,6/10/2022,9:45,,,,,,0:02:18,Data Analyst,Yes,0-40k,Education,Other:Sql &  plsql,2.0,10.0,1.0,6.0,9.0,4.0,Difficult,Remote Work,Male,35,United States,Masters,White or Caucasian
62a39a340f8c8599d5afc6ce,anonymous,6/10/2022,9:45,,,,,,0:01:27,Data Analyst,Yes,86k-105k,Finance,Python,2.0,8.0,,2.0,5.0,7.0,Difficult,Good Work/Life Balance,Male,34,Other (Please Specify):Netherlands,High School,White or Caucasian
62a33c8624a26260273822f9,anonymous,6/18/2022,9:45,,,,,,0:01:31,Data Analyst,No,66k-85k,Tech,Python,,9.0,6.0,4.0,2.0,10.0,Difficult,Remote Work,Male,35,United States,Bachelors,Hispanic or Latino
62a352a32e54c9003e534981,anonymous,6/10/2022,9:49,,,,,,0:02:18,Data Scientist,No,66k-85k,Finance,Python,4.0,5.0,0.0,9.0,9.0,7.0,Difficult,Other (Please Specify):Data Maturity,Male,48,Other (Please Specify):Republic democratic of Congo ,Bachelors,White or Caucasian
62a3906224a262602738c58a,anonymous,6/10/2022,9:07,,,,,,0:01:27,Data Analyst,Yes,0-40k,Real Estate,Python,4.0,,4.0,,,6.0,Neither easy nor difficult,Better Salary,Male,35,United States,Masters,"Other (Please Specify):Black African, Zimbabwean Citizen"
62a33c8624a26260273822f9,anonymous,6/11/2022,11:54,,,,,,0:01:25,Data Analyst,No,0-40k,Finance,R,10.0,9.0,5.0,6.0,0.0,6.0,Neither easy nor difficult,Better Salary,Male,40,Other (Please Specify):turkey,,White or Caucasian
62a53c84f3072dd8926495c9,anonymous,6/11/2022,9:49,,,,,,0:02:18,Data Analyst,Yes,66k-85k,Other (Please Specify):Clean Energy,Python,0.0,10.0,10.0,1.0,9.0,3.0,Difficult,Better Salary,Male,27,Other (Please Specify):nigeria,Bachelors,White or Caucasian
62a39a340f8c8599d5afc6ce,anonymous,6/10/2022,9:45,,,,,,0:02:31,Data Analyst,No,0-40k,"Other (Please Specify):Not working at the moment, but previously I have been into Education industry",Python,10.0,3.0,10.0,,6.0,10.0,Neither easy nor difficult,Good Work/Life Balance,Male,35,Other (Please Specify):UAE,Masters,Black or African American
62a33c8624a26260273822f9,anonymous,6/12/2022,9:17,,,,,,0:02:18,Data Analyst,No,86k-105k,Finance,R,10.0,9.0,,10.0,0.0,9.0,Neither easy nor difficult,Better Salary,Male,18,India,Bachelors,White or Caucasian
62a48612d8c00e9f541b86b8,anonymous,6/10/2022,9:35,,,,,,0:01:29,Data Analyst,No,0-40k,Healthcare,Python,7.0,6.0,0.0,,,0.0,Difficult,Better Salary,Male,28,India,Masters,White or Caucasian
62a34e00f8f7561645854954,anonymous,6/10/2022,9:48,,,,,,0:02:18,Other (Please Specify):Ads operations,Yes,0-40k,Tech,Python,2.0,0.0,10.0,5.0,2.0,1.0,Neither easy nor difficult,Better Salary,Female,19,Other (Please Specify):Mexico,Bachelors,White or Caucasian
62a48612d8c00e9f541b86b8,anonymous,6/10/2022,11:45,,,,,,0:01:27,Data Analyst,No,0-40k,Tech,Python,9.0,9.0,7.0,0.0,2.0,5.0,Neither easy nor difficult,Better Salary,Female,54,United States,Bachelors,Other (Please Specify):Moroccan
62a49fe7b4da29969c64bbe1,anonymous,6/10/2022,9:35,,,,,,0:02:31,Data Analyst,No,66k-85k,Construction,Python,2.0,0.0,10.0,9.0,10.0,7.0,Neither easy nor difficult,Better Salary,Male,21,United States,Masters,White or Caucasian
62a33d5c0f8c8599d5af107c,anonymous,6/15/2022,9:45,,,,,,0:00:44,Data Analyst,No,0-40k,Tech,Python,,9.0,5.0,10.0,0.0,2.0,Neither easy nor difficult,Better Salary,Male,38,Other (Please Specify):Mexico,Bachelors,White or Caucasian
62a3d37c0a77c1a77f66bc0e,anonymous,6/10/2022,9:49,,,,,,0:02:31,Data Engineer,Yes,0-40k,Other (Please Specify):Logistics,Python,10.0,10.0,10.0,1.0,8.0,0.0,Very Easy,Other (Please Specify):Currently very happy with where I am.,Female,34,United States,Masters,White or Caucasian
62a39b315d257a28a30e2cae,anonymous,6/10/2022,11:54,,,,,,0:02:47,Data Analyst,Yes,0-40k,Tech,Python,2.0,10.0,10.0,4.0,0.0,1.0,Neither easy nor difficult,Better Salary,Male,43,United States,Masters,White or Caucasian
62a49fe7b4da29969c64bbe1,anonymous,6/19/2022,9:45,,,,,,0:02:31,Data Engineer,Yes,41k-65k,Finance,Python,0.0,1.0,5.0,7.0,7.0,6.0,Difficult,Good Work/Life Balance,Male,21,India,Bachelors,White or Caucasian
62a34f3bf408bae018ed5e42,anonymous,6/10/2022,11:54,,,,,,0:02:31,Student/Looking/None,No,0-40k,Finance,Other:SQL,6.0,3.0,5.0,,10.0,0.0,Neither easy nor difficult,Good Work/Life Balance,Male,34,Other (Please Specify):Poland,Masters,White or Caucasian
62a39a340f8c8599d5afc6ce,anonymous,6/10/2022,9:35,,,,,,0:02:31,Data Analyst,No,0-40k,Finance,Other:SQL,10.0,10.0,10.0,,2.0,2.0,Neither easy nor difficult,Better Salary,Male,35,Other (Please Specify):Irel,Masters,Asian or Asian American
62a3dc3ab4da29969c63e3d7,anonymous,6/12/2022,9:35,,,,,,0:02:31,Data Analyst,Yes,125k-150k,Tech,Python,8.0,3.0,6.0,6.0,,7.0,Easy,Remote Work,Male,79,United States,Bachelors,White or Caucasian
62a33de124a26260273826b2,anonymous,6/16/2022,9:26,,,,,,0:02:31,Data Analyst,Yes,66k-85k,Finance,Python,9.0,6.0,8.0,10.0,0.0,10.0,Neither easy nor difficult,Better Salary,Male,35,Other (Please Specify):Malaysia,Masters,White or Caucasian
62a3906224a262602738c58a,anonymous,6/11/2022,9:45,,,,,,0:02:29,Data Analyst,Yes,0-40k,Other (Please Specify):Consulting,Python,10.0,10.0,2.0,1.0,5.0,0.0,Easy,Good Work/Life Balance,Male,27,Other (Please Specify):UAE,Bachelors,White or Caucasian
62a39a340f8c8599d5afc6ce,anonymous,6/11/2022,12:04,,,,,,0:02:31,Data Analyst,No,0-40k,Tech,Python,10.0,10.0,9.0,2.0,0.0,10.0,Difficult,Remote Work,Male,35,United Kingdom,Masters,White or Caucasian
62a39a340f8c8599d5afc6ce,anonymous,6/10/2022,9:45,,,,,,0:03:54,Other (Please Specify):Sr. Supply Chain Analyst ,Yes,86k-105k,Finance,Python,0.0,5.0,10.0,4.0,9.0,,Very Difficult,Good Culture,Male,32,United States,Bachelors,White or Caucasian
62a33c8624a26260273822f9,anonymous,6/11/2022,9:45,,,,,,0:02:39,Data Analyst,Yes,0-40k,Finance,Other:SQL,0.0,10.0,10.0,10.0,,9.0,Easy,Better Salary,Male,25,United Kingdom,,White or Caucasian
62a367ed18134ddc75cee697,anonymous,6/11/2022,11:54,,,,,,0:00:44,Data Analyst,Yes,0-40k,Tech,Python,10.0,5.0,10.0,4.0,10.0,0.0,Difficult,Better Salary,Female,42,United Kingdom,Bachelors,Black or African American
62a38a97cf25554317309af2,anonymous,6/10/2022,9:45,,,,,,0:02:31,Other (Please Specify):RF Engineer,Yes,41k-65k,Other (Please Specify):Marketing ,Other:SQL,6.0,0.0,8.0,,10.0,4.0,Easy,Good Work/Life Balance,Male,42,United States,Bachelors,Other (Please Specify):African
62a33de124a26260273826b2,anonymous,6/21/2022,9:35,,,,,,0:02:31,Student/Looking/None,Yes,41k-65k,Tech,Other:DAX,1.0,0.0,6.0,2.0,9.0,8.0,Neither easy nor difficult,Remote Work,Male,38,United States,Bachelors,White or Caucasian
62a48612d8c00e9f541b86b8,anonymous,6/12/2022,9:44,,,,,,0:02:31,Other (Please Specify):Business analyst ,Yes,41k-65k,Finance,Python,10.0,0.0,0.0,,10.0,3.0,Very Difficult,Remote Work,Male,34,Other (Please Specify):Niger,,White or Caucasian
62a47e812e54c9003e54d789,anonymous,6/10/2022,9:45,,,,,,0:02:47,Other (Please Specify):Learning Management Specialist,No,0-40k,Finance,Python,3.0,2.0,6.0,10.0,0.0,0.0,Difficult,Good Work/Life Balance,Female,29,Other (Please Specify):Portugal,Masters,White or Caucasian
